iter	Passed	Remaining
478	41494	45132
479	41627	45096
480	41751	45050
481	41874	45001
482	41987	44943
483	42108	44892
484	42243	44856
485	42369	44810
486	42493	44762
487	42609	44705
488	42723	44645
489	42834	44582
490	43106	44687
491	43252	44659
492	43387	44619
493	43508	44565
494	43630	44511
495	43772	44478
496	43891	44421
497	44004	44358
498	44123	44300
499	44237	44237
500	44357	44180
501	44481	44127
502	44603	44071
503	44731	44021
504	44851	43963
505	44970	43903
506	45080	43836
507	45196	43772
508	45318	43715
509	45447	43665
510	45566	43604
511	45711	43568
512	45847	43524
513	45946	43443
514	46039	43357
515	46128	43267
516	46221	43181
517	46306	43088
518	46393	42996
519	46492	42916
520	46577	42822
521	46663	42730
522	46749	42637
523	46831	42541
524	46911	42443
525	46991	42346
526	47069	42246
527	47153	42152
528	47238	42059
529	47318	41961
530	47399	41865
531	47485	41773
532	47571	41681
533	47657	41588
534	47745	41498
535	47831	41405
536	47909	41307
537	47991	41212
538	48074	41117
539	48142	41010
540	48219	40910
541	48292	40808
542	48371	40710
543	48447	40610
544	48521	40509
545	48596	40407
546	48676	40311
547	48756	40214
548	48836	40118
549	48924	40029
550	49011	39938
551	49094	39844
552	49179	39752
553	49266	39662
554	49344	39564
555	49419	39464
556	49501	39370
557	49605	39293
558	49706	39213
559	49826	39149
560	49916	39061
561	50010	38976
562	50094	38883
563	50176	38789
564	50262	38697
565	50346	38604
566	50432	38513
567	50523	38426
568	50605	38332
569	50689	38239
570	50768	38143
571	50852	38050
572	50928	37951
573	51010	37858
574	51090	37762
575	51175	37670
576	51257	37576
577	51341	37484
578	51439	37402
579	51530	37315
580	51620	37227
581	51720	37146
582	51814	37060
583	51904	36973
584	51988	36880
585	52085	36797
586	52172	36707
587	52258	36616
588	52341	36523
589	52424	36430
590	52507	36337
591	52585	36241
592	52696	36167
593	52783	36077
594	52879	35993
595	52974	35909
596	53068	35823
597	53155	35732
598	53233	35637
599	53321	35547
600	53420	35465
601	53515	35380
602	53601	35290
603	53705	35210
604	53801	35126
605	53920	35057
606	54081	35014
607	54187	34936
608	54275	34847
609	54364	34757
610	54456	34670
611	54541	34578
612	54630	34489
613	54709	34393
614	54792	34301
615	54885	34214
616	54976	34126
617	55058	34032
618	55127	33931
619	55208	33837
620	55294	33746
621	55381	33656
622	55477	33571
623	55569	33484
624	55665	33399
625	55754	33309
626	55845	33222
627	55932	33132
628	56024	33044
629	56105	32951
630	56194	32862
631	56275	32767
632	56356	32674
633	56442	32583
634	56534	32496
635	56624	32407
636	56715	32319
637	56797	32226
638	56890	32139
639	56987	32055
640	57072	31964
641	57173	31881
642	57262	31792
643	57342	31698
644	57438	31613
645	57543	31533
646	57644	31450
647	57738	31364
648	57833	31278
649	57931	31193
650	58024	31106
651	58119	31020
652	58203	30929
653	58301	30844
654	58453	30788
655	58544	30700
656	58635	30611
657	58730	30525
658	58826	30439
659	58919	30352
660	59012	30265
661	59109	30179
662	59207	30094
663	59294	30004
664	59387	29917
665	59480	29829
666	59579	29745
667	59671	29656
668	59757	29566
669	59839	29473
670	59928	29383
671	60012	29291
672	60110	29206
673	60200	29117
674	60292	29029
675	60388	28943
676	60481	28855
677	60573	28767
678	60660	28677
679	60744	28585
680	60824	28491
681	60911	28401
682	61004	28313
683	61085	28220
684	61173	28131
685	61265	28042
686	61367	27959
687	61465	27874
688	61552	27783
689	61647	27696
690	61726	27602
691	61813	27512
692	61947	27443
693	62060	27363
694	62156	27277
695	62247	27188
696	62339	27100
697	62428	27010
698	62523	26923
699	62614	26834
700	62706	26746
701	62797	26657
702	62887	26568
703	62974	26477
704	63058	26386
705	63139	26293
706	63229	26203
707	63319	26115
708	63414	26027
709	63509	25940
710	63603	25852
711	63695	25764
712	63786	25675
713	63870	25584
714	63982	25503
715	64065	25411
716	64159	25323
717	64251	25235
718	64343	25146
719	64440	25060
720	64533	24972
721	64608	24876
722	64700	24788
723	64796	24701
724	64887	24612
725	64974	24522
726	65067	24434
727	65151	24342
728	65231	24249
729	65317	24158
730	65410	24070
731	65499	23980
732	65583	23889
733	65667	23797
734	65759	23709
735	65898	23637
736	65996	23550
737	66083	23460
738	66176	23372
739	66260	23280
740	66344	23189
741	66440	23101
742	66532	23013
743	66608	22918
744	66700	22830
745	66803	22745
746	66898	22657
747	66987	22568
748	67078	22478
749	67174	22391
750	67269	22303
751	67362	22215
752	67449	22124
753	67540	22035
754	67634	21947
755	67742	21864
756	67839	21776
757	67936	21689
758	68037	21603
759	68129	21514
760	68218	21424
761	68316	21337
762	68405	21247
763	68497	21158
764	68595	21071
765	68683	20981
766	68776	20893
767	68865	20803
768	68959	20714
769	69057	20627
770	69157	20540
771	69240	20449
772	69341	20362
773	69495	20291
774	69589	20203
775	69691	20117
776	69783	20027
777	69875	19938
778	69960	19847
779	70047	19757
780	70139	19667
781	70224	19576
782	70316	19487
783	70414	19399
784	70503	19309
785	70614	19225
786	70722	19141
787	70829	19055
788	70917	18965
789	71009	18875
790	71113	18789
791	71204	18700
792	71309	18614
793	71412	18527
794	71512	18440
795	71603	18350
796	71693	18260
797	71784	18171
798	71889	18084
799	72047	18011
800	72288	17959
801	72429	17881
802	72542	17796
803	72673	17716
804	72836	17643
805	72978	17565
806	73085	17478
807	73188	17391
808	73303	17306
809	73416	17221
810	73518	17133
811	73624	17046
812	73730	16958
813	73836	16871
814	73930	16781
815	74028	16692
816	74131	16604
817	74238	16517
818	74347	16430
819	74458	16344
820	74588	16262
821	74703	16176
822	74823	16092
823	74921	16002
824	75028	15915
825	75132	15826
826	75228	15737
827	75342	15650
828	75451	15563
829	75546	15473
830	75651	15385
831	75759	15297
832	75863	15209
833	75970	15121
834	76074	15032
835	76179	14944
836	76281	14855
837	76377	14765
838	76479	14676
839	76574	14585
840	76672	14495
841	76794	14410
842	76896	14321
843	76997	14231
844	77091	14141
845	77190	14051
846	77294	13962
847	77398	13873
848	77494	13782
849	77588	13692
850	77682	13601
851	77778	13510
852	77885	13422
853	77981	13331
854	78079	13241
855	78167	13149
856	78279	13061
857	78431	12980
858	78541	12892
859	78688	12809
860	78793	12720
861	78902	12631
862	78997	12540
863	79087	12448
864	79179	12357
865	79273	12266
866	79376	12176
867	79477	12086
868	79575	11995
869	79688	11907
870	79807	11819
871	79955	11736
872	80086	11650
873	80219	11564
874	80403	11486
875	80647	11415
876	80810	11333
877	80948	11247
878	81052	11157
879	81171	11068
880	81339	10986
881	81462	10898
882	81593	10811
883	81703	10721
884	81837	10634
885	81960	10545
886	82067	10455
887	82192	10366
888	82362	10283
889	82533	10200
890	82680	10114
891	82815	10026
892	82949	9939
893	83086	9851
894	83234	9764
895	83417	9682
896	83529	9591
897	83709	9508
898	83814	9416
899	83940	9326
900	84053	9235
901	84164	9144
902	84295	9054
903	84450	8968
904	84576	8878
905	84703	8788
906	84839	8699
907	84988	8611
908	85190	8528
909	85345	8440
910	85468	8349
911	85625	8262
912	85766	8172
913	85900	8082
914	86088	7997
915	86203	7905
916	86312	7812
917	86417	7719
918	86534	7627
919	86646	7534
920	86764	7442
921	86880	7349
922	87001	7258
923	87113	7165
924	87220	7071
925	87327	6978
926	87442	6885
927	87550	6792
928	87657	6699
929	87773	6606
930	87885	6513
931	88018	6421
932	88134	6329
933	88253	6236
934	88383	6144
935	88511	6052
936	88629	5959
937	88758	5866
938	88885	5774
939	89008	5681
940	89143	5589
941	89268	5496
942	89397	5403
943	89608	5315
944	89740	5223
945	89872	5130
946	90013	5037
947	90149	4944
948	90262	4850
949	90370	4756
950	90493	4662
951	90610	4568
952	90731	4474
953	90842	4380
954	90963	4286
955	91088	4192
956	91207	4098
957	91350	4004
958	91485	3911
959	91622	3817
960	91742	3723
961	91856	3628
962	91973	3533
963	92097	3439
964	92216	3344
965	92338	3250
966	92460	3155
967	92584	3060
968	92719	2966
969	92852	2871
970	93001	2777
971	93128	2682
972	93253	2587
973	93386	2492
974	93520	2397
975	93635	2302
976	93762	2207
977	93891	2112
978	94014	2016
979	94141	1921
980	94237	1825
981	94322	1728
982	94408	1632
983	94494	1536
984	94586	1440
985	94690	1344
986	94786	1248
987	94878	1152
988	94986	1056
989	95081	960
990	95179	864
991	95267	768
992	95357	672
993	95448	576
994	95544	480
995	95632	384
996	95716	288
997	95805	191
998	95892	95
999	95983	0
