iter	Logloss
429	0.2622067794
430	0.262197998
431	0.262185667
432	0.2621671162
433	0.2621514679
434	0.2621365909
435	0.2621257789
436	0.2621132386
437	0.2621017059
438	0.2620869877
439	0.2620780087
440	0.2620637091
441	0.2620480221
442	0.2620387176
443	0.2620241622
444	0.2620085178
445	0.2619957799
446	0.2619861266
447	0.2619692015
448	0.2619646694
449	0.2619582093
450	0.2619433167
451	0.261936163
452	0.2619275329
453	0.2619117916
454	0.2618950815
455	0.2618809485
456	0.2618654029
457	0.2618558698
458	0.261841855
459	0.2618267454
460	0.2618164373
461	0.2617979291
462	0.2617849586
463	0.2617761889
464	0.2617640458
465	0.2617481593
466	0.2617295929
467	0.261711792
468	0.2616959945
469	0.2616760099
470	0.2616585596
471	0.2616460503
472	0.2616334752
473	0.2616194119
474	0.2616094041
475	0.2615970265
476	0.2615845017
477	0.2615692294
478	0.2615624554
479	0.261547094
480	0.2615379561
481	0.2615295701
482	0.2615172991
483	0.2615085236
484	0.2614965491
485	0.2614880139
486	0.2614810888
487	0.2614666787
488	0.2614544871
489	0.2614448358
490	0.2614319003
491	0.2614183815
492	0.261405661
493	0.2613929095
494	0.2613743858
495	0.2613595068
496	0.2613415469
497	0.2613251256
498	0.2613172821
499	0.261306162
500	0.2612903161
501	0.2612801785
502	0.2612586224
503	0.2612474888
504	0.2612348691
505	0.2612186647
506	0.2612100307
507	0.2611993137
508	0.2611868296
509	0.261176318
510	0.2611622431
511	0.261148391
512	0.2611366606
513	0.2611229093
514	0.2611110104
515	0.2610965886
516	0.2610831706
517	0.2610746043
518	0.2610663675
519	0.2610573614
520	0.2610442127
521	0.2610323835
522	0.2610253674
523	0.2610158905
524	0.2610076052
525	0.2609970916
526	0.2609880216
527	0.2609796782
528	0.2609666651
529	0.2609523519
530	0.2609384824
531	0.2609306524
532	0.2609174979
533	0.2609063721
534	0.2608925045
535	0.2608828745
536	0.260867732
537	0.2608586794
538	0.2608482434
539	0.2608365459
540	0.260826757
541	0.2608130503
542	0.2608016977
543	0.2607908761
544	0.2607842049
545	0.2607753209
546	0.2607666306
547	0.2607533657
548	0.2607389149
549	0.2607293953
550	0.260718874
551	0.2607070351
552	0.2607008541
553	0.2606842855
554	0.2606708868
555	0.2606608054
556	0.2606522585
557	0.2606433009
558	0.2606315879
559	0.2606152286
560	0.2606007681
561	0.2605905103
562	0.2605796363
563	0.2605711651
564	0.2605513722
565	0.2605401243
566	0.2605311899
567	0.2605155281
568	0.2604965685
569	0.2604849505
570	0.2604816798
571	0.260469279
572	0.2604587364
573	0.260448217
574	0.260434766
575	0.2604238359
576	0.2604110941
577	0.2604010107
578	0.2603930548
579	0.2603809563
580	0.2603741629
581	0.2603647984
582	0.2603502159
583	0.2603348854
584	0.2603283362
585	0.2603205818
586	0.2603131317
587	0.2603079078
588	0.2602981732
589	0.2602901921
590	0.2602843831
591	0.2602803878
592	0.2602674347
593	0.2602615618
594	0.2602490079
595	0.2602366033
596	0.2602224295
597	0.2602132045
598	0.2602007204
599	0.2601948262
600	0.2601781219
601	0.2601651108
602	0.2601531246
603	0.2601399933
604	0.2601267129
605	0.2601125721
606	0.2601022232
607	0.2600888342
608	0.260081822
609	0.2600664741
610	0.2600534687
611	0.260042713
612	0.2600311454
613	0.2600192057
614	0.2600097017
615	0.2600040031
616	0.2599922824
617	0.2599784497
618	0.2599622396
619	0.2599515691
620	0.2599411098
621	0.2599289822
622	0.2599115552
623	0.2599034637
624	0.2598930044
625	0.2598852287
626	0.2598725334
627	0.2598674471
628	0.2598536842
629	0.2598442189
630	0.259833345
631	0.2598244106
632	0.2598145636
633	0.2598091595
634	0.2597950246
635	0.2597749159
636	0.2597700912
637	0.2597652685
638	0.2597520074
639	0.2597419918
640	0.2597258863
641	0.2597178509
642	0.2597070971
643	0.2596947777
644	0.2596882111
645	0.2596750198
646	0.2596576858
647	0.2596450157
648	0.259633605
649	0.2596237677
650	0.2596191755
651	0.2596074413
652	0.2595934652
653	0.259581665
654	0.2595741916
655	0.2595656021
656	0.2595511223
657	0.2595404169
658	0.2595289307
659	0.2595210271
660	0.2595071188
661	0.2594983026
662	0.2594838712
663	0.2594712147
664	0.2594579652
665	0.2594435512
666	0.2594332101
667	0.2594191759
668	0.2594122624
669	0.25939606
670	0.2593826246
671	0.2593750213
672	0.2593639245
673	0.2593546162
674	0.2593442228
675	0.2593362901
676	0.2593233391
677	0.2593127538
678	0.2593044724
679	0.2592929707
680	0.2592808625
681	0.2592657277
682	0.259249564
683	0.2592416372
684	0.259229062
685	0.2592132995
686	0.2592015846
687	0.2591885405
688	0.2591819429
689	0.2591663218
690	0.2591525181
691	0.2591431052
692	0.2591346029
693	0.259123446
694	0.2591054242
695	0.2590922367
696	0.2590795356
697	0.2590694851
698	0.2590597253
699	0.2590457725
700	0.2590371714
701	0.2590221722
702	0.2590050843
703	0.2589954873
704	0.2589855104
705	0.2589723327
706	0.2589579594
707	0.2589467502
708	0.2589307842
709	0.2589197087
710	0.2589102105
711	0.2588968874
712	0.2588844343
713	0.2588754011
714	0.2588649825
715	0.2588567437
716	0.2588403785
717	0.2588296422
718	0.2588180261
719	0.2588022577
720	0.2587942902
721	0.2587829706
722	0.2587718448
723	0.2587584015
724	0.2587506607
725	0.2587369113
726	0.2587226078
727	0.2587087325
728	0.2586981841
729	0.2586939736
730	0.2586766977
731	0.2586661551
732	0.258654076
733	0.2586445429
734	0.2586285032
735	0.2586194177
736	0.258606827
737	0.2585958426
738	0.2585872919
739	0.2585806885
740	0.2585742788
741	0.2585668926
742	0.2585569158
743	0.2585447707
744	0.25853361
745	0.2585231004
746	0.2585094556
747	0.2585017167
748	0.2584915035
749	0.2584831717
750	0.2584691065
751	0.2584604899
752	0.2584542333
753	0.2584397283
754	0.2584277092
755	0.2584180482
756	0.2584022953
757	0.2583867943
758	0.2583774375
759	0.2583706539
760	0.2583635254
761	0.2583554474
762	0.2583465092
763	0.2583395395
764	0.2583283614
765	0.25831685
766	0.2583065031
767	0.2582946099
768	0.2582862646
769	0.2582755321
770	0.2582673572
771	0.2582530963
772	0.2582422282
773	0.258235929
774	0.2582240184
775	0.258216886
776	0.2582070894
777	0.258195795
778	0.2581930203
779	0.2581745509
780	0.2581630937
781	0.2581569592
782	0.25814979
783	0.2581387552
784	0.2581259824
785	0.2581113863
786	0.2581036493
787	0.2580914229
788	0.2580823045
789	0.2580731511
790	0.2580642264
791	0.25805343
792	0.2580384056
793	0.2580294771
794	0.2580154913
795	0.2580034141
796	0.2580018853
797	0.2579892888
798	0.2579797828
799	0.2579689806
800	0.2579617203
801	0.2579510537
802	0.2579437818
803	0.257928895
804	0.2579208422
805	0.2579090576
806	0.2578988444
807	0.2578869648
808	0.2578829171
809	0.257876709
810	0.2578670461
811	0.2578587278
812	0.257853132
813	0.2578400472
814	0.2578336724
815	0.257829088
816	0.2578137343
817	0.2578039299
818	0.2577966018
819	0.2577817983
820	0.2577738037
821	0.2577635266
822	0.2577575645
823	0.257752238
824	0.2577470471
825	0.2577398294
826	0.2577245609
827	0.2577105519
828	0.2577034253
829	0.2576880038
830	0.2576769884
831	0.2576685171
832	0.2576559904
833	0.2576462305
834	0.2576395051
835	0.2576310279
836	0.2576215975
837	0.2576104911
838	0.2575979178
839	0.2575890609
840	0.2575772259
841	0.2575654394
842	0.2575549316
843	0.2575475687
844	0.2575371171
845	0.2575274154
846	0.2575152782
847	0.2575080315
848	0.2574981089
849	0.2574821002
850	0.2574690213
851	0.2574626155
852	0.2574471087
853	0.2574380813
854	0.2574260254
855	0.2574173351
856	0.2574053645
857	0.2573992842
858	0.257389164
859	0.2573778328
860	0.2573705047
861	0.2573621787
862	0.2573536978
863	0.2573415198
864	0.2573318724
865	0.257321882
866	0.2573154433
867	0.257304703
868	0.2572947591
869	0.2572831566
870	0.2572756386
871	0.2572661482
872	0.2572517032
873	0.2572464483
874	0.2572388587
875	0.2572294399
876	0.2572194437
877	0.2572049735
878	0.2571915942
879	0.257179424
880	0.2571672073
881	0.2571535645
882	0.2571475733
883	0.2571420569
884	0.2571260541
885	0.2571168426
886	0.2571087104
887	0.257101142
888	0.2570951509
889	0.2570904444
890	0.2570846315
891	0.2570706593
892	0.2570535676
893	0.2570393144
894	0.2570301591
895	0.2570228485
896	0.2570097288
897	0.2570028677
898	0.2569931389
899	0.2569808776
900	0.2569690135
901	0.256955733
902	0.2569454539
903	0.2569320068
904	0.2569239928
905	0.2569155448
906	0.256903797
907	0.2568897221
908	0.2568765927
909	0.2568650542
910	0.2568564841
911	0.2568421379
912	0.2568336569
913	0.2568218742
914	0.2568080803
915	0.2568005216
916	0.2567883785
917	0.2567739471
918	0.2567676828
919	0.2567529549
920	0.2567456713
921	0.2567395271
922	0.2567288702
923	0.2567215227
924	0.2567136851
925	0.2567053339
926	0.2566929583
927	0.2566806331
928	0.2566713034
929	0.2566624465
930	0.2566479008
931	0.2566366509
932	0.2566230488
933	0.25661307
934	0.2566028975
935	0.25659313
936	0.256581667
937	0.2565669817
938	0.2565585124
939	0.2565460283
940	0.25653473
941	0.2565260707
942	0.2565143132
943	0.2565005077
944	0.2564903681
945	0.2564794341
946	0.2564674828
947	0.2564580659
948	0.2564500054
949	0.2564458647
950	0.2564353628
951	0.2564257192
952	0.2564171453
953	0.2564130123
954	0.2564078737
955	0.2564017373
956	0.2563932156
957	0.2563855852
958	0.2563735177
959	0.2563650154
960	0.2563562535
961	0.2563450908
962	0.2563389524
963	0.2563271562
964	0.2563135831
965	0.2563040384
966	0.2562919612
967	0.2562825792
968	0.256269789
969	0.2562575955
970	0.256245683
971	0.2562333054
972	0.2562226601
973	0.2562172057
974	0.2562129294
975	0.2562002302
976	0.2561927762
977	0.2561829621
978	0.2561772132
979	0.2561670464
980	0.2561654266
981	0.2561542174
982	0.2561473854
983	0.2561382204
984	0.2561241474
985	0.2561110801
986	0.2561003321
987	0.2560904425
988	0.2560822676
989	0.2560722889
990	0.2560657668
991	0.2560555711
992	0.2560419205
993	0.256027832
994	0.2560169038
995	0.2560109573
996	0.256000186
997	0.2559922611
998	0.2559837356
999	0.2559713464
